design,n,d,phi,dispersion,method,n_rep,w2_ratio_mean,w2_ratio_se,cov_ratio_mean,cov_ratio_se,mean_ratio_mean,mean_ratio_se,min_pred_eig
Larger variation,320,8,0.7,0.5,bwar_barycenter,50,0.885708242384684,0.0021862394721641515,0.8857370358287905,0.0021880421778180253,0.8532528941414713,0.0038547496186817636,0.1021172140433949
Larger variation,320,8,0.7,0.5,cholesky_gaussian_ar,50,1.0185517365971344,0.006712720780663797,1.0186963318517697,0.0067197833369861855,0.8532974301968623,0.0038493824998737693,0.056965339637429495
Larger variation,320,8,0.7,0.5,euclidean_gaussian_ar,50,0.9890591804173441,0.0046757498880666834,0.9891782378116002,0.004680544338704853,0.8539428291331977,0.0040221609552888605,9.999999760062597e-09
Larger variation,320,8,0.7,0.5,log_euclidean_gaussian_ar,50,0.9816936883188516,0.004752963061657292,0.9818046208157506,0.004756951621644195,0.8532974301968623,0.0038493824998737693,0.07878261645226768
Larger variation,320,8,0.7,0.5,persistence,50,1.0,0.0,1.0,0.0,1.0,0.0,0.04999999999999414
Log-Euclidean mechanism,320,8,0.7,0.35,bwar_barycenter,50,0.865428038083172,0.002042652197688725,0.8654527466889169,0.0020485196618129442,0.8588087856310286,0.0058064084181340255,0.1540344494101919
Log-Euclidean mechanism,320,8,0.7,0.35,cholesky_gaussian_ar,50,0.8964633382800499,0.003109655061651799,0.8966015328534995,0.003120699513188941,0.8532974301968623,0.0038493824998737693,0.12422860248673208
Log-Euclidean mechanism,320,8,0.7,0.35,euclidean_gaussian_ar,50,0.8902837124665877,0.0023375659676069488,0.8904008585888049,0.0023449431346530096,0.8539428291331977,0.0040221609552888605,9.999999295302112e-09
Log-Euclidean mechanism,320,8,0.7,0.35,log_euclidean_gaussian_ar,50,0.8784246583443156,0.002696089322635966,0.8785047958521184,0.002705851414256844,0.8532974301968623,0.0038493824998737693,0.13011146470981952
Log-Euclidean mechanism,320,8,0.7,0.35,persistence,50,1.0,0.0,1.0,0.0,1.0,0.0,0.06853777203256044
Shorter series,200,8,0.7,0.35,bwar_barycenter,50,0.8935489452108822,0.0031871010122592187,0.8935901086463132,0.0031908851389295095,0.8577798128464444,0.005050935107958153,0.10431537325016949
Shorter series,200,8,0.7,0.35,cholesky_gaussian_ar,50,1.0166924993077613,0.006923670080838104,1.016867245157987,0.006933920254140912,0.8568118291951626,0.004692033144884675,0.06009904557847342
Shorter series,200,8,0.7,0.35,euclidean_gaussian_ar,50,0.9866073362021278,0.005616323682253212,0.9867485219440145,0.005623444698302366,0.857331065634265,0.0046618715976389,9.999999061098266e-09
Shorter series,200,8,0.7,0.35,log_euclidean_gaussian_ar,50,0.9736902293948454,0.005903698712767657,0.9738180114896984,0.005910873672026283,0.8568118291951626,0.004692033144884675,0.08063428854686522
Shorter series,200,8,0.7,0.35,persistence,50,1.0,0.0,1.0,0.0,1.0,0.0,0.049999999999996596
Weaker dynamics,320,8,0.5,0.35,bwar_barycenter,50,0.792181683217125,0.0025017724814037105,0.792216264774134,0.0025042721076295386,0.7610329798487341,0.0044840430002340325,0.15825969462812817
Weaker dynamics,320,8,0.5,0.35,cholesky_gaussian_ar,50,0.9222472041541314,0.006658452890845721,0.922422630995584,0.006667069007263882,0.759711113510858,0.004267673211370212,0.08027234796142088
Weaker dynamics,320,8,0.5,0.35,euclidean_gaussian_ar,50,0.8616755297855483,0.0035190579135172284,0.8617797826695619,0.0035226112044765526,0.7659496153694163,0.00677142943513881,0.08033250706394446
Weaker dynamics,320,8,0.5,0.35,log_euclidean_gaussian_ar,50,0.8837745840275013,0.004114014067270599,0.8839074544589687,0.004118643940214245,0.759711113510858,0.004267673211370212,0.1143762046328117
Weaker dynamics,320,8,0.5,0.35,persistence,50,1.0,0.0,1.0,0.0,1.0,0.0,0.04999999999999435
